0	0
0.2	0.0644076
0.4	0.200821
0.6	0.208279
0.8	0.285308
1	0.341624
1.2	0.386313
1.4	0.468775
1.6	0.54501
1.8	0.596364
2	0.610759
2.2	0.59775
2.4	0.644699
2.6	0.525643
2.8	0.588144
3	0.540448
3.2	0.466474
3.4	0.439423
3.6	0.56415
3.8	0.509705
4	0.614822
4.2	0.634014
4.4	0.657259
4.6	0.593564
4.8	0.605586
5	0.636343
5.2	0.599459
5.4	0.55356
5.6	0.394584
5.8	0.341898
6	0.239159
6.2	0.177595
6.4	0.07941
6.6	-0.0521978
6.8	-0.164851
7	-0.273216
7.2	-0.351241
7.4	-0.436344
7.6	-0.532627
7.8	-0.598542
8	-0.611533
8.2	-0.609562
8.4	-0.578888
8.6	-0.543266
8.8	-0.476467
9	-0.440888
9.2	-0.39802
9.4	-0.327268
9.6	-0.254327
9.8	-0.183444
10	-0.138104
10.2	-0.081035
10.4	0.0133954
10.6	0.101143
10.8	0.198373
11	0.275996
11.2	0.347426
11.4	0.406015
11.6	0.441795
11.8	0.464864
12	0.475592
12.2	0.471655
12.4	0.455188
12.6	0.440793
12.8	0.402865
13	0.35442
13.2	0.286108
13.4	0.224284
13.6	0.145586
13.8	0.0462557
14	-0.0628987
14.2	-0.17423
14.4	-0.287839
14.6	-0.391199
14.8	-0.487043
15	-0.573985
15.2	-0.643785
15.4	-0.694044
15.6	-0.722849
15.8	-0.728507
16	-0.710147
16.2	-0.668868
16.4	-0.603913
16.6	-0.514419
16.8	-0.409324
17	-0.285182
17.2	-0.156116
17.4	-0.00761244
17.6	0.15401
17.8	0.328473
18	0.507703
18.2	0.686254
18.4	0.85987
18.6	1.02854
18.8	1.17382
19	1.29217
19.2	1.38458
19.4	1.44813
19.6	1.48149
19.8	1.48235
20	1.45173
20.2	1.38634
20.4	1.28919
20.6	1.16185
20.8	1.00221
21	0.819767
21.2	0.617904
21.4	0.401475
21.6	0.174554
21.8	-0.0546307
22	-0.283164
22.2	-0.507601
22.4	-0.719732
22.6	-0.913748
22.8	-1.08405
23	-1.2233
23.2	-1.33431
23.4	-1.40653
23.6	-1.43864
23.8	-1.42118
24	-1.37055
24.2	-1.27937
24.4	-1.14613
24.6	-0.970208
24.8	-0.757394
25	-0.510944
25.2	-0.233814
25.4	0.0625819
25.6	0.373284
25.8	0.691881
26	1.01081
26.2	1.3259
26.4	1.61822
26.6	1.88528
26.8	2.11752
27	2.31282
27.2	2.47608
27.4	2.59014
27.6	2.64805
27.8	2.64694
28	2.58587
28.2	2.46466
28.4	2.28577
28.6	2.05214
28.8	1.76955
29	1.45335
29.2	1.08608
29.4	0.687448
29.6	0.25892
