0	0
0.02	0
0.04	0
0.06	0
0.08	0
0.1	0
0.12	0
0.14	0
0.16	0
0.18	0.00882654
0.2	0.0644076
0.22	0.135216
0.24	0.203614
0.26	0.251784
0.28	0.291643
0.3	0.287331
0.32	0.283945
0.34	0.258588
0.36	0.237701
0.38	0.216946
0.4	0.200821
0.42	0.186716
0.44	0.176384
0.46	0.170989
0.48	0.165884
0.5	0.162131
0.52	0.161298
0.54	0.167835
0.56	0.172107
0.58	0.180695
0.6	0.208279
0.62	0.213045
0.64	0.221663
0.66	0.229382
0.68	0.234759
0.7	0.244846
0.72	0.2555
0.74	0.262585
0.76	0.272995
0.78	0.275681
0.8	0.285308
0.82	0.296443
0.84	0.287011
0.86	0.296956
0.88	0.310074
0.9	0.314264
0.92	0.316953
0.94	0.320696
0.96	0.331652
0.98	0.337916
1	0.341624
1.02	0.34251
1.04	0.35609
1.06	0.358019
1.08	0.369861
1.1	0.381111
1.12	0.389458
1.14	0.395186
1.16	0.401599
1.18	0.405149
1.2	0.386313
1.22	0.3882
1.24	0.384075
1.26	0.390163
1.28	0.406221
1.3	0.415647
1.32	0.427462
1.34	0.435965
1.36	0.464575
1.38	0.465321
1.4	0.468775
1.42	0.477189
1.44	0.469523
1.46	0.457557
1.48	0.466876
1.5	0.480463
1.52	0.528402
1.54	0.548613
1.56	0.541985
1.58	0.5461
1.6	0.54501
1.62	0.538724
1.64	0.54071
1.66	0.545554
1.68	0.584019
1.7	0.598421
1.72	0.605824
1.74	0.608262
1.76	0.596175
1.78	0.595568
1.8	0.596364
1.82	0.595796
1.84	0.606987
1.86	0.624651
1.88	0.630594
1.9	0.636537
1.92	0.63626
1.94	0.632009
1.96	0.62126
1.98	0.611225
2	0.610759
2.02	0.624495
2.04	0.64396
2.06	0.644059
2.08	0.638263
2.1	0.631088
2.12	0.622417
2.14	0.618198
2.16	0.614889
2.18	0.610925
2.2	0.59775
2.22	0.620605
2.24	0.646857
2.26	0.64759
2.28	0.651595
2.3	0.653866
2.32	0.652718
2.34	0.64282
2.36	0.633747
2.38	0.619849
2.4	0.644699
2.42	0.664352
2.44	0.652176
2.46	0.646533
2.48	0.640046
2.5	0.628931
2.52	0.596709
2.54	0.569473
2.56	0.544242
2.58	0.525268
2.6	0.525643
2.62	0.524155
2.64	0.524695
2.66	0.527404
2.68	0.535763
2.7	0.576442
2.72	0.581766
2.74	0.570629
2.76	0.575041
2.78	0.581768
2.8	0.588144
2.82	0.585035
2.84	0.582155
2.86	0.577497
2.88	0.570327
2.9	0.564149
2.92	0.558314
2.94	0.545376
2.96	0.573734
2.98	0.558591
3	0.540448
3.02	0.522962
3.04	0.512195
3.06	0.503629
3.08	0.494711
3.1	0.483601
3.12	0.477293
3.14	0.472043
3.16	0.46833
3.18	0.464598
3.2	0.466474
3.22	0.463353
3.24	0.455579
3.26	0.451019
3.28	0.439954
3.3	0.428706
3.32	0.420344
3.34	0.414723
3.36	0.419564
3.38	0.429082
3.4	0.439423
3.42	0.447825
3.44	0.456263
3.46	0.463928
3.48	0.471014
3.5	0.478458
3.52	0.485526
3.54	0.493664
3.56	0.549464
3.58	0.559606
3.6	0.56415
3.62	0.545248
3.64	0.528913
3.66	0.529382
3.68	0.53395
3.7	0.53162
3.72	0.526886
3.74	0.520713
3.76	0.512958
3.78	0.506044
3.8	0.509705
3.82	0.51968
3.84	0.526555
3.86	0.528419
3.88	0.533041
3.9	0.538971
3.92	0.54557
3.94	0.559871
3.96	0.570999
3.98	0.605794
4	0.614822
4.02	0.617539
4.04	0.618314
4.06	0.616638
4.08	0.615001
4.1	0.615477
4.12	0.614908
4.14	0.617893
4.16	0.623107
4.18	0.628547
4.2	0.634014
4.22	0.639808
4.24	0.645646
4.26	0.676242
4.28	0.6891
4.3	0.690105
4.32	0.688818
4.34	0.681417
4.36	0.6715
4.38	0.665508
4.4	0.657259
4.42	0.648558
4.44	0.646807
4.46	0.643708
4.48	0.640163
4.5	0.636664
4.52	0.632871
4.54	0.616697
4.56	0.60837
4.58	0.600671
4.6	0.593564
