0	0
0.005	0
0.01	0
0.015	0
0.02	3.21823e-06
0.025	9.78837e-06
0.03	1.37715e-05
0.035	1.4613e-05
0.04	1.46755e-05
0.045	1.48385e-05
0.05	1.50743e-05
0.055	1.477e-05
0.06	1.49767e-05
0.065	1.44872e-05
0.07	1.46314e-05
0.075	1.41558e-05
0.08	1.40865e-05
0.085	1.34375e-05
0.09	1.32394e-05
0.095	1.25952e-05
0.1	1.23923e-05
0.105	1.18454e-05
0.11	1.18141e-05
0.115	1.11418e-05
0.12	1.11783e-05
0.125	1.06892e-05
0.13	1.06488e-05
0.135	1.01172e-05
0.14	9.93568e-06
0.145	9.37299e-06
0.15	9.1433e-06
0.155	8.54379e-06
0.16	8.28266e-06
0.165	7.80876e-06
0.17	7.73026e-06
0.175	7.40549e-06
0.18	7.49102e-06
0.185	7.38879e-06
0.19	7.44122e-06
0.195	7.34187e-06
0.2	7.23345e-06
0.205	7.28744e-06
0.21	7.08258e-06
0.215	7.54909e-06
0.22	7.45245e-06
0.225	8.13102e-06
0.23	8.09606e-06
0.235	8.71978e-06
0.24	8.47072e-06
0.245	9.18535e-06
0.25	9.00356e-06
0.255	9.89435e-06
0.26	9.67267e-06
0.265	9.6077e-06
0.27	7.83785e-06
0.275	6.62616e-06
0.28	5.3147e-06
0.285	5.8623e-06
0.29	5.75528e-06
0.295	7.09104e-06
0.3	7.66876e-06
0.305	8.84711e-06
0.31	8.92272e-06
0.315	9.30139e-06
0.32	8.90035e-06
0.325	9.36427e-06
0.33	9.27106e-06
0.335	9.99157e-06
0.34	1.00752e-05
0.345	1.04446e-05
0.35	9.46162e-06
0.355	8.28039e-06
0.36	6.47257e-06
0.365	6.54538e-06
0.37	6.29113e-06
0.375	7.19685e-06
0.38	7.94031e-06
0.385	9.04545e-06
0.39	1.01299e-05
0.395	1.0257e-05
0.4	1.07376e-05
0.405	9.99412e-06
0.41	1.03195e-05
0.415	9.97412e-06
0.42	1.06725e-05
0.425	1.08527e-05
0.43	1.1791e-05
0.435	1.1341e-05
0.44	1.09051e-05
0.445	8.84014e-06
0.45	7.88879e-06
0.455	6.77581e-06
0.46	7.27821e-06
0.465	6.96104e-06
0.47	7.85246e-06
0.475	8.11342e-06
0.48	9.0082e-06
0.485	9.01532e-06
0.49	9.22696e-06
0.495	8.72306e-06
0.5	8.93306e-06
0.505	8.63093e-06
0.51	9.27666e-06
0.515	9.57711e-06
0.52	1.05814e-05
0.525	1.05229e-05
0.53	1.02119e-05
0.535	8.53193e-06
0.54	7.92665e-06
0.545	7.34003e-06
0.55	8.17387e-06
0.555	8.58468e-06
0.56	9.95948e-06
0.565	1.10702e-05
0.57	1.23402e-05
0.575	1.32751e-05
0.58	1.34507e-05
0.585	1.3727e-05
0.59	1.37956e-05
0.595	1.42732e-05
0.6	1.47351e-05
0.605	1.56624e-05
0.61	1.6306e-05
0.615	1.70136e-05
0.62	1.64959e-05
0.625	1.55188e-05
0.63	1.4278e-05
0.635	1.43295e-05
0.64	1.3894e-05
0.645	1.44023e-05
0.65	1.42721e-05
0.655	1.45955e-05
0.66	1.44189e-05
0.665	1.36219e-05
0.67	1.25472e-05
0.675	1.09973e-05
0.68	9.85445e-06
0.685	8.78938e-06
0.69	8.32725e-06
0.695	8.11621e-06
0.7	8.35636e-06
0.705	8.15496e-06
0.71	7.46561e-06
0.715	5.81894e-06
0.72	4.7266e-06
0.725	3.8083e-06
0.73	4.28564e-06
0.735	4.10001e-06
0.74	4.99722e-06
0.745	5.35815e-06
0.75	6.37179e-06
0.755	6.57279e-06
0.76	6.9039e-06
0.765	6.48005e-06
0.77	6.7001e-06
0.775	6.48174e-06
0.78	7.23412e-06
0.785	7.89117e-06
0.79	9.04346e-06
0.795	9.40023e-06
0.8	9.24833e-06
0.805	7.63938e-06
0.81	6.6917e-06
0.815	5.78164e-06
0.82	6.14245e-06
0.825	6.27865e-06
0.83	7.23706e-06
0.835	8.23329e-06
0.84	9.34269e-06
0.845	1.02961e-05
0.85	1.04762e-05
0.855	1.09333e-05
0.86	1.11135e-05
0.865	1.19186e-05
0.87	1.2306e-05
0.875	1.3502e-05
0.88	1.41192e-05
0.885	1.51881e-05
0.89	1.46588e-05
0.895	1.43262e-05
0.9	1.32253e-05
0.905	1.40875e-05
0.91	1.45199e-05
0.915	1.62344e-05
0.92	1.76225e-05
0.925	1.97976e-05
0.93	2.16938e-05
0.935	2.30137e-05
0.94	2.40777e-05
0.945	2.43567e-05
0.95	2.48551e-05
0.955	2.49244e-05
0.96	2.56153e-05
0.965	2.59311e-05
0.97	2.68172e-05
0.975	2.66259e-05
0.98	2.61648e-05
0.985	2.39021e-05
0.99	2.21343e-05
0.995	1.98787e-05
1	1.90797e-05
1.005	1.74849e-05
1.01	1.6911e-05
1.015	1.5693e-05
1.02	1.5147e-05
1.025	1.38788e-05
1.03	1.26604e-05
1.035	1.07754e-05
1.04	9.91031e-06
1.045	8.79169e-06
1.05	8.87845e-06
1.055	8.74645e-06
1.06	9.49367e-06
1.065	9.64095e-06
1.07	9.54299e-06
1.075	7.92853e-06
1.08	7.04227e-06
1.085	6.27041e-06
1.09	6.84752e-06
1.095	7.23607e-06
1.1	8.34471e-06
1.105	9.54048e-06
1.11	1.0659e-05
1.115	1.18935e-05
1.12	1.19812e-05
1.125	1.24165e-05
1.13	1.22151e-05
1.135	1.25558e-05
